customer_id,customer_name,signup_date,governorate,customer_segment,age
CUST-00506,Mohamed Fahmy,04/17/2024,Port Said,Small Business,35
CUST-00021,Rania Ali,08/31/2022,Alexandria,,54
CUST-00425,Ahmed Fahmy,02-Jan-2022,Beheira,Small Business,65
CUST-00653,Hassan Gouda,04-Aug-2023,Giza,Small Business,45
CUST-00193,Habiba Farouk,07/23/2022,Sharqia,Small Business,50
CUST-00643,Habiba Hassan,21-Jul-2023,ISM,Consumer,25
CUST-00216,Adham Mahmoud,17-Nov-2023,Faiyum,Consumer,58
CUST-00245,Mahmoud Mahmoud,2023-03-10,Giza,Consumer,52
CUST-00364,Farida Khalil,10-Oct-2023,Alexandria,Corporate,26
CUST-00060,Ibrahim Naguib,08-Apr-2023,FAIYUM,Small Business,39
CUST-00222,Dina Kamal,14-Aug-2024,Faiyum,Small Business,49
CUST-00177,Yasmin Rashad,16/03/2022,Gharbia,Consumer,46
CUST-00450,Khaled Saad,28/01/2023,CAIRO,Consumer,59
CUST-00056,Mahmoud Ibrahim,2022-11-26,Sharqia,Consumer,26
CUST-00723,Hossam Shawky,01/25/2024,Cairo,Corporate,33
CUST-00255,Ibrahim Ibrahim,14-Apr-2022,Sharqia,Small Business,56
CUST-00386,Mostafa Shawky,03/14/2022,Giza,Consumer,64
CUST-00198,Yasmin Shawky,15-Apr-2024,Cairo,Small Business,61
CUST-00069,Mohamed Khalil,2024-08-09,Dakahlia,Corporate,35
CUST-00723,Hossam Shawky,2024-01-25,Cairo,Corporate,33
CUST-00745,Mohamed Naguib,05/05/2022,Giza,Corporate,56
CUST-00714,Sherif Naguib,06/03/2023,Cairo,Consumer,50
CUST-00169,Farida Younes,07/05/2024,Giza,Consumer,34
CUST-00186,Laila Aziz,09/08/2022,SHARQIA,Consumer,21
CUST-00036,Ali Ibrahim,2023-10-13,Suez,Corporate,37
CUST-00642,Nour Farouk,02-Nov-2022,GHARBIA,Corporate,59
